1422.11,QQQ,TQQQ,SOXL,TECL,SGOV
2026-02-09,614.32,51.74,64.03,112.59,100.45
2026-02-10,611.47,51.02,63.34,110.76,100.46
2026-02-11,613.11,51.4,68.05,111.62,100.46
2026-02-12,600.64,48.26,63.1,102.79,100.48
2026-02-13,601.92,48.47,64.59,103.57,100.52
2026-02-17,601.3,48.35,64.35,103.19,100.52
2026-02-18,605.79,49.39,66.29,106.35,100.54
2026-02-19,603.47,48.83,65.23,104.77,100.55
2026-02-20,608.81,50.06,67.11,106.29,100.57
2026-02-23,601.41,48.24,65.86,100.92,100.59
2026-02-24,607.87,49.78,68.53,104.69,100.59
2026-02-25,616.68,51.87,71.86,110.62,100.6
2026-02-26,609.24,50.05,65.34,106.03,100.62
2026-02-27,607.29,49.52,62.77,100.86,100.64
2026-03-02,608.09,49.7,62.76,102.56,100.38
2026-03-03,601.58,48.1,53.42,98.14,100.4
2026-03-04,610.75,50.26,56.62,103.04,100.4
2026-03-05,608.91,49.8,54.8,103.6,100.41
2026-03-06,599.75,47.54,47.89,97.26,100.45
2026-03-09,607.76,49.39,53.32,102.45,100.46
2026-03-10,607.77,49.4,54.59,102.33,100.46
2026-03-11,607.69,49.35,56.09,103.88,100.48
2026-03-12,597.26,46.83,50.28,98.08,100.49
2026-03-13,593.72,45.93,50.72,95.78,100.52
2026-03-16,600.38,47.46,53.69,99.96,100.52
2026-03-17,603.31,48.16,54.95,101.48,100.54
2026-03-18,594.9,46.1,54.02,98.14,100.55
2026-03-19,593.02,45.69,54.85,99.06,100.55
2026-03-20,582.06,43.08,51.14,92.32,100.58
2026-03-23,588.0,44.57,53.03,96.0,100.58
2026-03-24,583.98,43.62,54.96,94.0,100.61
2026-03-25,587.82,44.39,57.04,95.34,100.61
2026-03-26,573.79,41.23,48.97,86.42,100.62
2026-03-27,562.58,38.78,46.61,81.42,100.65
2026-03-30,558.28,37.89,40.62,76.7,100.66
2026-03-31,577.18,41.68,47.91,86.55,100.66
2026-04-01,584.31,43.23,52.26,90.34,100.39
2026-04-02,584.98,43.33,52.75,92.39,100.43
2026-04-06,588.5,44.1,54.81,93.8,100.44
2026-04-07,588.59,44.15,56.55,95.13,100.45
2026-04-08,606.09,48.0,67.5,104.08,100.45
2026-04-09,610.19,48.96,71.98,104.8,100.46
2026-04-10,611.07,49.17,76.39,105.95,100.5
2026-04-13,617.39,50.66,80.56,112.67,100.51
2026-04-14,628.6,53.41,85.31,117.94,100.51
2026-04-15,637.4,55.65,85.96,123.6,100.53
2026-04-16,640.47,56.43,88.37,127.94,100.53
2026-04-17,648.85,58.59,94.68,133.52,100.56
2026-04-20,646.79,58.08,95.94,134.18,100.57
2026-04-21,644.33,57.4,98.09,134.46,100.59
2026-04-22,655.11,60.21,105.64,143.38,100.6
2026-04-23,651.42,59.22,112.77,137.16,100.61
2026-04-24,663.88,62.56,128.32,148.75,100.64
2026-04-27,664.23,62.64,123.39,149.42,100.64
2026-04-28,657.55,60.74,109.56,142.03,100.66
2026-04-29,661.57,61.86,117.97,145.1,100.67
2026-04-30,667.74,63.54,126.98,146.26,100.67
2026-05-01,674.15,65.3,130.4,152.66,100.41
2026-05-04,672.88,64.91,127.55,153.15,100.42
2026-05-05,681.61,67.39,144.16,163.13,100.43
2026-05-06,695.77,71.57,165.85,176.03,100.44
2026-05-07,694.94,71.34,152.1,174.84,100.45
2026-05-08,711.23,76.28,176.94,193.09,100.48
2026-05-11,713.29,76.96,190.42,200.7,100.49
2026-05-12,707.24,74.96,172.52,191.68,100.5
2026-05-13,714.71,77.24,184.24,197.15,100.51
2026-05-14,719.79,78.95,186.19,205.76,100.52
2026-05-15,708.93,75.34,164.18,195.05,100.55
2026-05-18,705.88,74.32,151.75,188.1,100.56
2026-05-19,701.53,72.93,151.89,184.44,100.57
2026-05-20,713.15,76.51,173.2,196.9,100.58
2026-05-21,714.51,76.95,178.39,201.62,100.58
2026-05-22,717.54,77.84,190.56,207.85,100.63
2026-05-26,730.28,81.95,225.79,224.06,100.64
2026-05-27,729.45,81.67,217.98,221.07,100.65
2026-05-28,735.6,83.68,224.63,230.25,100.65
2026-05-29,738.31,84.56,224.34,245.39,100.67
2026-06-01,742.74,86.04,227.03,263.67,100.4
2026-06-02,746.16,87.22,266.32,273.28,100.4
2026-06-03,744.21,86.56,280.54,265.1,100.41
2026-06-04,740.61,85.22,262.7,253.01,100.42
2026-06-05,705.06,73.05,182.54,202.59,100.45
2026-06-08,716.07,76.27,211.44,215.36,100.46
2026-06-09,707.83,73.72,201.68,202.84,100.47
2026-06-10,693.69,69.27,180.65,188.6,100.48
2026-06-11,717.12,76.01,223.99,210.15,100.49
2026-06-12,721.34,77.52,234.68,215.49,100.51
2026-06-15,744.0,84.59,272.5,239.21,100.53
2026-06-16,729.86,79.93,226.19,219.88,100.54
2026-06-17,722.51,77.54,233.86,216.97,100.55
2026-06-18,740.62,82.87,279.29,236.49,100.59
2026-06-22,737.95,82.58,300.77,239.87,100.6
2026-06-23,713.65,74.44,231.42,210.24,100.61
2026-06-24,710.62,73.3,229.57,206.15,100.62
2026-06-25,716.38,74.95,252.61,210.65,100.63
2026-06-26,706.52,71.83,215.6,198.99,100.65
2026-06-29,724.08,77.19,236.52,213.81,100.67
2026-06-30,736.4,81.0,266.71,230.76,100.67
2026-07-01,725.17,77.46,217.55,213.09,100.4
2026-07-02,712.6,73.35,181.47,195.27,100.44
2026-07-06,722.82,76.42,194.65,204.9,100.44
2026-07-07,709.43,72.23,165.28,190.26,100.46
2026-07-08,711.44,72.72,174.82,197.3,100.47
2026-07-09,723.28,76.34,192.45,209.97,100.48
2026-07-10,725.51,77.03,192.26,211.7,100.5
2026-07-13,711.74,72.64,165.37,196.5,100.52
2026-07-14,719.69,75.02,176.66,203.31,100.52
2026-07-15,717.74,74.44,165.55,197.13,100.54
2026-07-16,705.94,70.74,142.48,183.36,100.55
2026-07-17,695.33,67.53,135.47,177.65,100.58
2026-07-20,696.06,67.65,136.81,177.86,100.59
2026-07-21,708.97,71.37,158.54,192.79,100.6
2026-07-22,705.35,70.28,160.99,191.29,100.6
2026-07-23,691.96,66.3,157.5,185.5,100.61
2026-07-24,684.23,64.0,136.81,177.06,100.64
2026-07-27,682.12,63.4,128.15,172.59,100.65
2026-07-28,675.49,61.56,109.54,163.03,100.66
2026-07-29,661.73,57.75,91.99,150.12,100.68
2026-07-30,683.55,63.3,114.72,174.45,100.69
2026-07-31,687.99,64.62,114.72,173.55,100.71
2026-08-03,700.07,67.96,116.71,181.24,100.42
2026-08-04,723.85,74.82,139.9,208.39,100.43
2026-08-05,717.3,72.84,132.07,204.99,100.45
2026-08-06,,,,,
2026-08-07,,,,,
2026-08-10,,,,,
2026-08-11,,,,,
2026-08-12,,,,,
2026-08-13,,,,,
2026-08-14,,,,,
2026-08-17,,,,,
2026-08-18,,,,,
2026-08-19,,,,,
2026-08-20,,,,,
2026-08-21,,,,,
2026-08-24,,,,,
2026-08-25,,,,,
2026-08-26,,,,,
2026-08-27,,,,,
2026-08-28,,,,,
2026-08-31,,,,,
2026-09-01,,,,,
2026-09-02,,,,,
2026-09-03,,,,,
2026-09-04,,,,,
2026-09-08,,,,,
2026-09-09,,,,,
2026-09-10,,,,,
2026-09-11,,,,,
2026-09-14,,,,,
2026-09-15,,,,,
2026-09-16,,,,,
2026-09-17,,,,,
2026-09-18,,,,,
2026-09-21,,,,,
2026-09-22,,,,,
2026-09-23,,,,,
2026-09-24,,,,,
2026-09-25,,,,,
2026-09-28,,,,,
2026-09-29,,,,,
2026-09-30,,,,,
2026-10-01,,,,,
2026-10-02,,,,,
2026-10-05,,,,,
2026-10-06,,,,,
2026-10-07,,,,,
2026-10-08,,,,,
2026-10-09,,,,,
2026-10-12,,,,,
2026-10-13,,,,,
2026-10-14,,,,,
2026-10-15,,,,,
